id,title,link,author,tags,chapters,subscribers,views,comments,words
507617,Bets and Snapbacks,/story/view/507617,haekass,eunhae,1,322,1180,20,1097
1262442,COMPLICATED,/story/view/1262442,DamayantiRuth_1508,"angst,eunhae,kyuhyun,kyuwook,ryeowook,superjunior,,complicated,wonchul,familyproblem,kyuwookfanfiction",17,322,7330,163,80721
325697,Wild rivers run deep,/story/view/325697,RC_Lillie,"donghae,eunhae,heechul,hyukjae,kyuhyun,superjunior",17,321,4720,33,53
1279572,Run,/story/view/1279572,haekass,eunhae,1,321,2720,8,6751
665367,"Once an idiot, twice a fool (in love)",/story/view/665367,Theundercoverkokonut,"angst,donghae,eunhae,hyukjae,hyukhae",4,321,2720,67,12428
498819,When The Princess Meets The Poor,/story/view/498819,Peporo,"eunhae,fluff,romance",14,321,2720,104,15965
1388009,metalmorphosis,/story/view/1388009,lmaohae,"crackfic,donghae,eunhae,eunhyuk,leedonghae,leehyukjae",1,320,2200,11,2279
264699,❄ The Special Lovely Boy ❅,/story/view/264699,Shin_Ha_Ni,"donghae,eunhae,eunhyuk,spirits,superjunior,haehyuk",14,319,17940,230,29150
576811,The Vampire Diaries of Kim Heechul,/story/view/576811,kiaramori,"eunhae,hanchul,heechul,superjunior,yunjae,sibum,hangeng",37,319,14990,322,90937
1012551,Textual Attraction,/story/view/1012551,giveyourhearts,"donghae,eunhae,eunhyuk",1,318,2820,22,1719
1073887,Strong,/story/view/1073887,CHACOAL,"drama,eunhae,romance,suju,superjunior,hyukhae",9,318,4100,47,20158
53991,Behind the Scenes: Eunhae Revealed,/story/view/53991,purplekpop,"donghae,eunhae,eunhyuk,kyuhyun,kyumin,superjunior",34,317,18040,274,26261
158156,Best Served Rotten,/story/view/158156,posterbread,"donghae,eunhae,eunhyuk,hyukjae,siwon,superjunior,hyukhae",6,317,10260,152,15500
1438447,Stay With Me,/story/view/1438447,dbsj0001,"angst,eunhae,fantasy,romance,superjunior,haehyuk,yewook,haeeun",17,317,3960,122,59687
621976,STILL YOU...,/story/view/621976,Eunhaemode,"donghae,eunhae,eunhyuk,hyukjae,superjunior,stillyou",2,317,4920,60,7609
1357745,Suit Up,/story/view/1357745,haeshaped,eunhae,1,317,2530,10,2874
448696,Rogue Doctor Hae & Gangster Hyukjae,/story/view/448696,Eunhae-ELF,"donghae,eunhae,eunhyuk,fluff,romance",54,317,15720,294,7668
915184,so what if i say that we can become best friends again?,/story/view/915184,fl0ralscars,"angst,donghae,eunhae,fluff,hyukjae,hyukhae",1,317,3110,16,2645
1305624,Gingerbread and Tinsel,/story/view/1305624,SnowyK,"donghae,eunhae,eunhyuk,hyukjae,superjunior",31,316,7100,229,28032
570464,It's Still There,/story/view/570464,hush_windy,"donghae,eunhae,eunhyuk,romance,superjunior,hyukhae",10,316,7100,78,8956
491517,Disproved Refusal,/story/view/491517,allikay,"angst,eunhae,superjunior,haehyuk,eunhaedesires",5,316,14990,74,39714
427948,Cerulean Dreams,/story/view/427948,kewltie,"donghae,eunhae,eunhyuk,fantasy,romance",2,316,5660,63,16515
479770,Letters to my Unborn Child,/story/view/479770,Hana_Amuri,"eunhae,eunhyuk,romance,superjunior,wonkyu,kangteuk",20,316,5660,197,65338
725852,FAMILY FEUDS,/story/view/725852,hanchul4evr,"eunhae,genderbender,hanchul,kyumin,romance,yunjae,kangteuk",28,316,5660,161,63309
989150,Unbreakable,/story/view/989150,Eunhae28,"donghae,eunhae,eunhyuk,hyukhae",10,316,4630,24,31729
1208593,Captain's Buttler,/story/view/1208593,lynsummer,"eunhae,romance,haehyuk,hyukhae",6,315,4150,37,20612
1305492,Musical Chairs,/story/view/1305492,Fantasticbaby999,"eunhae,hyukhae",1,315,1980,17,3859
513267,When will you love me?,/story/view/513267,25091510,"donghae,eunhae,hyukjae,kyuhyun,sungmin",5,315,6230,109,6963
599584,Reason Behind,/story/view/599584,CHULelang,"eunhae,fluff,haehyuk,ss5manila",1,315,2270,11,2328
254609,Boys over Flowers,/story/view/254609,shaybee2,"eunhae,henry,kyumin,yewook",33,315,17460,215,140602
369826,Claimed by Him,/story/view/369826,melodyoflife,"angst,eunhae,hyukhae,yunhae",6,315,4900,98,12374
1243988,Living In Bliss,/story/view/1243988,HaesRabbit,"eunhae,fluff,mpreg,hyukhae,lightangst",4,315,4220,24,10156
355983,Second Chance,/story/view/355983,dreamy_seas9,"angst,donghae,eunhae,eunhyuk,hyukjae,hyukhae",14,314,15240,98,12803
1411871,Meeting Him,/story/view/1411871,anneunaeun,"donghae,eunhae,fluff,hyukjae,romance",1,314,1950,9,3094
1340816,"Tomorrow, We Will Still Be In Love",/story/view/1340816,sujueh32,"drabbles,eunhae,haehyuk,hyukhae",4,313,3080,24,4043
1068207,Unbecoming Outcome,/story/view/1068207,KitsandaAL,"comedy,drama,eunhae",8,313,3080,45,25458
808963,Hopelessness,/story/view/808963,eunhae_suju,eunhae,13,313,4530,47,15313
1355680,Direct Message,/story/view/1355680,syohyukkie,"chokyuhyun,donghae,drama,eunhae,eunhyuk,fluff,kyuhyun,leedonghae,romance,superjunior,twitter,leehyukjae",1,312,2700,5,4279
1007141,Where Do Broken Hearts Go,/story/view/1007141,haepants,"donghae,eunhae,hyukjae,jessica,jeti,tiffany,haehyuk",3,312,3970,47,10803
899716,Inter Duo,/story/view/899716,LlamasLegs,"donghae,eunhae,eunhyuk,hyukjae,kyumin,hyukhae,soulmateau,abandonedfic",7,312,5600,51,13559
665043,Senpai for Valentines,/story/view/665043,mingclosetbunny,"eunhae,kyuhyun,kyumin,sungmin,alternateuniverse,yewook",6,312,4230,92,10876
1407971,Skinship,/story/view/1407971,sookyutee,"donghae,eunhae,eunhyuk,fluff,hyukjae,oneshot,suju,superjunior",1,312,1380,16,2488
234642,Choose Your Eunhae ~,/story/view/234642,willhaebemine,eunhae,3,311,11350,223,2582
259815,Head Under Heels,/story/view/259815,FlameFlowerful,"comedy,donghae,eunhae,hyukjae",11,311,9860,149,15254
390149,is there a limit to love?,/story/view/390149,Huilen,"angst,eunhae,friendship,romance,fluffy,haehyuk,hyukhae",23,311,15860,149,72007
57541,Me v.s Evil boy (Unexpected Marriage),/story/view/57541,oresanjou,"donghae,eunhae,eunhyuk,kyuhyun,kyumin,sungmin,superjunior",28,311,15860,238,35148
1083844,Therapy,/story/view/1083844,kiddcrazy,"comedy,donghae,eunhae,eunhyuk,hyukjae,romance,haehyuk",9,310,7490,106,34853
185789,Oh my Host!,/story/view/185789,fxxxpxn,"eunhae,kyuhyun,kyumin,romance,sungmin,",33,310,7490,126,46620
490623,Searching For You,/story/view/490623,JungMaeRi,"donghae,eunhae,eunhyuk,kyuhyun,kyumin,sungmin",23,309,7780,123,28388
764327,The hitch-hiker,/story/view/764327,lhunfeniel,"donghae,eunhae,hyukjae,oneshot,hyukhae",2,309,2140,39,10847
396169,L'susignolo e la Rosa,/story/view/396169,hikarichan,"donghae,eunhae,eunhyuk,kyuhyun,sungmin,superjunior,haehyuk",1,308,2140,132,1447
1354476,EunHae Drabbles,/story/view/1354476,VeronicaVaughn,"donghae,eunhae,eunhyuk,fluff,hyukjae,pwp,superjunior,drabble",10,308,2480,35,26028
134256,"Even Though Love Is Blind, It Can Still Last Forever",/story/view/134256,emii_vipelf,"angst,donghae,eunhae,eunhyuk,superjunior,haehyuk",3,308,15520,95,15376
243761,A Crack in History,/story/view/243761,NinjaCat,"eunhae,kyumin,superjunior,yewook",54,308,22540,460,100864
884484,Evanesce,/story/view/884484,haepants,"angst,eunhae,haehyuk",1,307,3230,31,2570
79424,such an annoying boyfriend,/story/view/79424,willhaebemine,"donghae,eunhae,fluff,hyukjae,",6,307,13200,177,6053
487554,When You Looked At Me,/story/view/487554,ThanhXuan,"donghae,eunhae,eunhyuk,fluff,romance",2,307,9580,45,7340
112505,EunHae: Duets,/story/view/112505,mybabyhae,"donghae,eunhae,eunhyuk,superjunior,haehyuk",9,307,7950,193,13440
937543,"Cogwheels, Planets and Love",/story/view/937543,Panda-Hero,"donghae,eunhae,eunhyuk,superjunior,haehyuk,happyending,hyukhae",32,307,12000,305,48902
58725,"Sorry Mom,",/story/view/58725,mrslee19,"donghae,eunhae,eunhyuk,henrylau,kyuhyun,superjunior",1,306,17130,582,42845
66627,Frozen Hearts,/story/view/66627,BuNy_MaSteR,"angst,drama,eunhae,kyumin,romance",17,306,15730,79,34206
1269043,Puppy Love,/story/view/1269043,HaesRabbit,"eunhae,fluff,hyukhae,kideunhyuk",1,306,2100,14,3658
1309301,A Good Day starts with Coffee and You,/story/view/1309301,crime-tsumi,"donghae,eunhae,eunhyuk,fluff,romance,superjunior",1,305,2100,62,4601
1035368,Titanium Heart & Halcyon Heart,/story/view/1035368,splendid-times,"angst,donghae,eunhae,hyukjae,romance,heartwarming",1,305,2160,55,6370
388240,Operation: Hyukjae,/story/view/388240,mybabyhae,"donghae,eunhae,fluff,hyukjae,superjunior",2,305,3890,45,3110
1347627,The Morning After,/story/view/1347627,seventeendaisies,"donghae,eunhae,fluff,hyukjae,superjunior,haehyuk",1,305,2350,8,947
1346018,Thy Kingdom Come,/story/view/1346018,acupoftaeandcookie,"angst,donghae,eunhae,eunhyuk,fluff,hyukjae,scifi,hyukhae",15,304,3970,42,72252
847769,★★Super Junior Drabbles ★★,/story/view/847769,AngelSoneVIP,"eunhae,hanchul,superjunior,wonkyu,,yewook,kangteuk",14,303,5590,46,7128
1155661,You're Driving Me Crazy! {Rewrite},/story/view/1155661,BirthBySleep,"comedy,donghae,eunhae,heechul,hyukjae,haehyuk",14,303,3200,7,610
1329137,Escaping the Void,/story/view/1329137,SJ_ELF_1513,"donghae,eunhae,eunhyuk,mpreg",7,303,3270,16,15996
981475,The Arts Of Rivalry And Secret Secrets,/story/view/981475,emzhaek,"eunhae,fluff,romance,eunhaeau",5,302,3640,40,25219
66568,I don't like you!!! [ H I A T U S ],/story/view/66568,-xayoowaddup,"donghae,eunhae,eunhyuk,hanchul,kyumin,superjunior,",49,302,19950,469,36858
253152,My Musical Boundary,/story/view/253152,superELFjunior,"eunhae,kyumin,superjunior",93,302,23090,357,166518
1285097,the morning after,/story/view/1285097,makefetchhappen,"angst,donghae,eunhae,eunhyuk,kyuhyun",1,302,3380,15,3270
655491,"Down NYC broadway, I'm taking you home...love",/story/view/655491,splendid-times,"eunhae,fluff,heartwarming",2,302,6410,60,12082
679814,stay the night,/story/view/679814,jessabilita,"angst,eunhae,hanchul,kyuhyuk,superjunior,,haehyuk",7,302,4360,101,5224
1373212,Black Suit Auction,/story/view/1373212,tabi_suju,"donghae,eunhae,eunhyuk,superjunior,haehyuk,aufic",1,301,2220,24,1945
718511,Reason,/story/view/718511,lovefishymonkey,"drama,eunhae,fluff,hyukhae",18,301,7280,151,27968
1083625,The Romantic Idol,/story/view/1083625,miratasya07,"donghae,eunhae,eunhyuk,romance,haehyuk",2,301,3430,47,5692
221345,Hey Hyuk?,/story/view/221345,haekass,"donghae,eunhae,eunhyuk,superjuinor",1,300,4600,24,739
417073,Contract from the Heart,/story/view/417073,riririelle11,eunhae,17,300,10330,257,35670
1331909,A BOYFRIEND TO MY BOYFRIEND,/story/view/1331909,dark_caramel,"angst,donghae,eunhae,eunhyuk,hyukjae,sihae,siwon,superjunior",6,300,4290,35,18799
233584,Magnetic Crotches,/story/view/233584,haekass,"donghae,eunhae,eunhyuk,haehyuk",1,300,4420,21,2484
233584,Magnetic Crotches,/story/view/233584,haekass,"donghae,eunhae,eunhyuk,haehyuk",1,300,4420,21,2484
689626,It's Not What It Seems,/story/view/689626,infatuatedloveKH,"donghae,eunhae,eunhyuk,fluff,superjunior,school,eunhaedesires",3,300,5010,23,4769
391057,Substitute,/story/view/391057,voodoobaby,"angst,donghae,eunhae,eunhyuk,romance",1,299,6970,174,3289
58908,OUT OF MY LEAGUE,/story/view/58908,OnlySJ4Ever,"drama,eunhae,romance,superjunior",71,299,20640,729,76533
99497,~*Bloody Wings*~,/story/view/99497,ilovekpop009,"eunhae,pregnancy,romance,supernatural,vampire,,haehyuk",10,299,8485,167,16227
67051,I Love Hyung,/story/view/67051,ayeengie,"donghae,eunhae,eunhyuk,kyuhyun,kyumin,sungmin,",19,299,8485,250,58623
539505,The Devil Who Wanted Me,/story/view/539505,darkdescent,"donghae,eunhae,eunhyuk,hyukjae,superjunior,eunhaedesires",6,298,3640,79,13212
106520,Jealous Yunnie (The Novel),/story/view/106520,phantomVIP,"eunhae,jaejoong,siwon,,yoosu,yunho,yunjae",19,298,15350,457,40122
137375,Enemies,/story/view/137375,dilyakyu,"changkyu,eunhae,hanchul,yoosu,yunjae,kangteuk",46,298,26600,354,72095
1368038,"Baby, We'll Be Alright",/story/view/1368038,av_versiera,"angst,eunhae,fluff,sliceoflife,haehyuk,ocs,hyukhae,parenting,nonau,mentionsofhomophobia",22,297,4700,54,24019
153922,To Kill & Love,/story/view/153922,PandaBunnee,"donghae,eunhae,eunhyuk,assassins",35,297,12090,146,62299
1428366,Alpha's Betrayal,/story/view/1428366,donghaeloveme,"angst,betrayal,donghae,eunhae,eunhyuk,romance,superjunior,love,hurt,omegaverse",1,296,1220,9,777
153947,Forgive Me Not,/story/view/153947,predictator,"donghae,eunhae,eunhyuk,mystery,sichul,superjunior,hyukhae",14,296,15750,160,33162
889235,A Summer at Hogwarts,/story/view/889235,iluvfishy,"donghae,eunhae,eunhyuk,hogwarts",3,296,3440,16,9570
1115159,Genesis of Forbidden Bonds,/story/view/1115159,QueenMoona,"angst,eunhae,hanchul,hyunjoong,jaejoong,junsu,romance,superjunior,tvxq,vampires,,yoochun,yoosu,yunho,yunjae,sibum,yewook,mpreg,kangteuk,truelove,soulmates,impliedmpreg,homophobicparents",40,296,13960,74,247909
819639,Key to Your Heart,/story/view/819639,limminhyo,"eunhae,haehyuk,yewook",1,296,13960,23,4341
819639,Key to Your Heart,/story/view/819639,limminhyo,"eunhae,haehyuk,yewook",1,296,13960,23,4341
293964,PRIVATE AND CONFIDENTIAL,/story/view/293964,Emuinthehouse,"donghae,eunhae,eunhyuk,hyukjae,kyuhyun,sungmin,superjunior",11,295,6330,199,33815
97821,Quitting You,/story/view/97821,purplekpop,"donghae,eunhae,eunhyuk,superjunior",20,295,9000,162,20320
920064,A Girl In All Boys' School?!,/story/view/920064,silverstarzgurlz,"comedy,donghae,eunhae,eunhyuk,fluff,haehyuk,haeeun,girlhyuk",21,294,8630,106,25402
919250,Vintage Sweater and Jeans,/story/view/919250,FireFeerie,"eunhae,fluff,haehyuk,hyukhae",1,294,3820,25,2567
1347471,Can You Stay,/story/view/1347471,seventeendaisies,"donghae,eunhae,fluff,hyukjae,superjunior,haehyuk",1,294,2260,5,738
817504,A Hundred percent of madness,/story/view/817504,Panda-Hero,"comedy,donghae,eunhae,hyukjae,superjunior",15,294,8480,157,23770
377652,A Life's Ocean,/story/view/377652,CloudyJZA,"angst,donghae,eunhae,eunhyuk,romance,superjunior",20,293,8480,57,45986
274539,Of Cigarettes and Tar,/story/view/274539,slyferris,"angst,eunhae,heechul,kyuchul,kyuhyun,kyumin,superjunior",28,293,11970,369,80907
116719,Your Choice: or Death,/story/view/116719,dragonduizhang,"eunhae,hanchul,kyumin,superjunior,zhoury,yewook,kangteuk",5,293,11970,170,10623
534833,An Eunhae One Shot Compiliation,/story/view/534833,allrisemyeolchi_,"donghae,eunhae,eunhyuk,fluff,superjunior,,oneshotcollection",7,293,11970,31,5868
12487,Secret of Love Luv Café,/story/view/12487,capricorno2,"2min,eunhae,jaesu,jongkey,yoosu,yunjae,changnew",13,293,21990,253,35250
795084,I still need you...,/story/view/795084,IAmDeC3pti0n,"angst,eunhae,romance,suju,,butlerxmaster,heartache",20,292,4740,108,26006
533853,Walk Next To Me,/story/view/533853,Noirocker,"eunhae,fluff,romance,runningman,superjunior,haehyuk,exo",40,292,15840,334,64017
700515,First Times,/story/view/700515,giovannapoli,"donghae,eunhae,fluff,hyukjae,romance,haehyuk,eunhaedesires",1,292,3450,20,3586
1317827,Behind The Screen,/story/view/1317827,dhaexo,"donghae,eunhae,eunhyuk,hyukjae,haehyuk",2,292,1860,17,5193
1364972,Do I like you?,/story/view/1364972,EunHaesMic,"eunhae,kyumin,happyending,comedyromance",14,291,2970,19,19325
41769,Twister,/story/view/41769,ConfessToShisus,"donghae,eunhae,eunhyuk,sungmin,superjunior",26,291,2970,408,62482
1145946,Remembering You,/story/view/1145946,Who_asks,"angst,donghae,eunhae,eunhyuk,superjunior,haehyuk,hyukhae",1,291,2960,12,2524
1109983,Milk And Pacifers,/story/view/1109983,Kinked,"eunhae,,kink,abdl",4,290,3110,12,1374
404715,The Jealous Game,/story/view/404715,dreamy_seas9,"donghae,eunhae,hyukjae",4,290,4680,92,4640
770893,Five Ways till Friday,/story/view/770893,Zythra,"donghae,eunhae,hyukjae,haehyuk",2,290,3570,43,9146
1110035,If I Risk It All,/story/view/1110035,haeimecah,"donghae,eunhae,eunhyuk,hyukjae,haehyuk,hyukhae",3,290,5210,28,10113
1422447,I Loved Him First,/story/view/1422447,leesofthae,"donghae,eunhae,eunhyuk,fluff,heechul,hyukjae,romance,slightangst,abitofchulhae",1,290,1270,13,4767
825399,Purple Lavender,/story/view/825399,Shizue,"donghae,eunhae,hyukjae,psychological,romance,hyukhae",3,289,3360,48,7454
286792,Realizing The Loss,/story/view/286792,luprixpanda,"donghae,eunhae,eunhyuk,hyukjae,hyukhae,shortstory",5,288,7830,186,19318
1433513,Home Alone,/story/view/1433513,donghaeloveme,"donghae,eunhae,eunhyuk,superjunior",1,288,850,8,1259
1315674,Flower's Daydream,/story/view/1315674,XxXCateXxX,"eunhae,eunhyuk,fantasy,leedonghae,mystery,flower,haehyuk,leehyukjae",6,288,2980,20,9633
1254225,Eunhae- Story of Love,/story/view/1254225,acurieelf,"eunhae,eunhyuk,oneshot,hyukhae,collections",6,287,3430,28,15881
916405,Old Tales of the LEE's,/story/view/916405,splendid-times,"angst,eunhae,romance,heartwarming,hyukjaedonghae,royalprince",1,287,2600,36,1247
505069,Beautiful Chokehold,/story/view/505069,dreamy_seas9,"donghae,eunhae,hyukjae,romance,supernatural,writingcontest,hyukhae",3,286,4980,101,4992
1053689,Determined,/story/view/1053689,juraxilean,"eunhae,kyusung,haehyuk",15,286,5690,99,37931
644870,The Boy House,/story/view/644870,weepingangel880,"donghae,eunhae,eunhyuk,heechul,henry,superjunior,",11,286,3590,42,10636
786669,Anniversary,/story/view/786669,yolohyuk,"donghae,eunhae,hyukjae,haehyuk,hyukhae,eunhaeanniversary",3,286,3590,14,3764
706463,We Got Married - BROMANCE EDITION - SEASON 1,/story/view/706463,dionka,"2min,eunhae,infinite,romance,shinee,superjunior,woogyu",32,286,15970,90,32048
957037,After The Sukira,/story/view/957037,SJ-Elf,eunhae,1,286,2510,10,1594
366412,Broken Arrows,/story/view/366412,heechan27,"comedy,eunhae,fluff,romance,superjunior",16,285,9220,313,21522
168712,Retaining Us,/story/view/168712,haekass,"donghae,eunhae,eunhyuk,superjunior",1,285,4270,30,6084
931788,Started with doubts and end up with this,/story/view/931788,ellywuzhang,"angst,eunhae,fluff,romance",3,285,4200,12,6358
1385405,"Once upon a time, Donghae",/story/view/1385405,Leehyukking,"donghae,eunhae,eunhyuk,haehyuk",22,285,2390,59,44791
1124136,Too beautiful for me,/story/view/1124136,luna2moonPanda2Koala,"eunhae,romance,,haehyuk,schoolife,hyukhae",12,284,10700,128,15791
871613,Living as Agents,/story/view/871613,REDJae,"action,donghae,eunhae,hyukjae,romance",1,284,10700,13,5842
848908,Love is...,/story/view/848908,Jyeonnie,"eunhae,oneshot,romance,haehyuk",1,284,3200,22,2868
479413,Eternal Valor,/story/view/479413,Eunhaeluv,"eunhae,fantasy,romance,angsty,angelsanddemons,seoullostandfound",5,284,7360,65,20140
458975,Love from a Dollar Bill,/story/view/458975,imyourfantasy,"comedy,donghae,eunhae,eunhyuk,romance,haehyuk",10,283,8130,113,15139
458975,Love from a Dollar Bill,/story/view/458975,imyourfantasy,"comedy,donghae,eunhae,eunhyuk,romance,haehyuk",10,283,8130,113,15139
1429395,dear boyfriend,/story/view/1429395,donghaeloveme,"donghae,eunhae,eunhyuk,superjunior",1,283,870,6,883
964591,A Chip Kiss!,/story/view/964591,FireFeerie,"eunhae,fluff,hyukhae",1,282,2500,15,1516
1423896,no stranger,/story/view/1423896,Applers,"comedy,eunhae,fluff,romance,slightcrack,strangerstolovers,morningafter,badcooking",1,282,2500,18,6268
51581,My 9 sisters,/story/view/51581,crazy_gurl,"donghae,eunhae,eunhyuk,snsd",43,281,22210,235,33740
1185178,Love Has No Boundaries,/story/view/1185178,lynsummer,"eunhae,hyukhae",9,281,3900,36,27153
1106429,The Guilty - Original Sin,/story/view/1106429,ImNotAlone,"angst,donghae,eunhae,eunhyuk,sehun,hyukhae",4,281,3350,35,13243
73597,A Beautiful Curse,/story/view/73597,I-KeeL-10,"eunhae,heeteuk,kyumin,superjunior,haehyuk",6,281,7390,46,15125
80039,The Force Of Destiny,/story/view/80039,ilovekpop009,"eunhae,hanchul,random,romance,vampire,kanginxleeteuk,mpreg",23,281,10928,240,39045
97574,Will I able to love you?,/story/view/97574,crazy_gurl,"donghae,eunhae,hyukjae",16,281,13160,474,18760
1358709,Mafia Wives Club,/story/view/1358709,Radtadling,"eunhae,sichul,yoosu,yunjae,baekyeol",6,280,2870,14,3213
568615,Contract,/story/view/568615,hush_windy,"angst,donghae,eunhae,eunhyuk,oneshot,hyukhae",3,280,2870,14,2108
1428176,deep desires,/story/view/1428176,donghaeloveme,"donghae,eunhae,eunhyuk,superjunior",2,280,1040,8,593
1404069,In the middle of a pack,/story/view/1404069,Leehyukking,"donghae,eunhae,eunhyuk,kpop,superjunior,werewolves,haehyuk",22,280,2380,23,27646
370414,Affair Of The Heart,/story/view/370414,Jessie_G_,"angst,donghae,eunhae,eunhyuk,highschool,",7,280,5370,244,27284
568615,Contract,/story/view/568615,hush_windy,"angst,donghae,eunhae,eunhyuk,oneshot,hyukhae",3,280,5370,14,2108
300246,BLOODLUST,/story/view/300246,lovehyuk_suju,"angst,eunhae,romance,hyukhae,vampireau",3,280,3470,82,6244
370414,Affair Of The Heart,/story/view/370414,Jessie_G_,"angst,donghae,eunhae,eunhyuk,highschool,",7,280,5370,244,27284
400130,Mirrored Love,/story/view/400130,sibochto,"drama,eunhae,leedonghae,aidenlee,haehyuk,leehyukjae",4,279,6050,49,3846
266978,The Bloody Doll,/story/view/266978,Eunhaeluv,"angst,eunhae,horror,superjunior,,hyukhae",6,279,6050,212,13362
879088,Fireworks,/story/view/879088,lhunfeniel,"christmas,donghae,eunhae,fluff,hyukjae,disability,hyukhae",5,279,4230,52,18808
1346417,Take flight,/story/view/1346417,caramelswirls,"donghae,eunhae,hyukjae",15,278,8420,193,26835
568252,Date(haehyuk),/story/view/568252,theblackwolf,"donghae,eunhae,eunhyuk,fluff,oneshot,superjunior,haehyuk",1,278,8420,6,1400
377292,"Aloha, baby! (Discontinued until further notice)",/story/view/377292,REDJae,"drama,eunhae,hanchul,kyumin,romance,superjunior,haehyuk",14,278,7390,93,17356
132028,Twisted Fairytales,/story/view/132028,killerpanda,"comedy,crackfic,eunhae,fluff,suju,haehyuk,oneshotcollection",4,278,6840,95,25373
36794,Love Has No Limits,/story/view/36794,kiwibubblecat,"eunhae,hanchul,kangin,kyumin,leeteuk,superjunior",49,277,6840,505,95683
45241,Breathe No More,/story/view/45241,KaedieNoonaWrites,"angst,donghae,eunhae,eunhyuk,superjunior",9,277,12950,191,22490
610658,Under the Mistletoe,/story/view/610658,QueenV,"donghae,eunhae,eunhyuk,fluff,romance,superjunior,hyukhae",2,277,12950,7,2823
1231338,A nuance of 2,/story/view/1231338,koszernylosiu,"donghae,eunhae,eunhyuk,hyukjae,twoshot,haehyuk,hyukhae",3,277,7540,34,22150
1347996,More Than Partners,/story/view/1347996,Eunhae_istheway,"eunhae,superjunior,detectiveau",1,277,2380,10,3590
540122,That A-S-S,/story/view/540122,QueenV,"eunhae,hyukhae",1,277,2380,6,666
208307,Outlaws Of Love,/story/view/208307,eunhanochul,"donghae,eunhae,eunhyuk,hyukjae,haehyuk,hyukhae,superjnior",18,277,4870,67,26869
208307,Outlaws Of Love,/story/view/208307,eunhanochul,"donghae,eunhae,eunhyuk,hyukjae,haehyuk,hyukhae,superjnior",18,277,4870,67,26869
535463,Flowers By The Dozen,/story/view/535463,Peporo,"bof,eunhae,fluff,kyumin,siwon,yewook",14,276,4870,105,14384
704216,Birthday ,/story/view/704216,hey-fishy,"donghae,eunhae,eunhyuk,hyukhae",1,276,3040,11,2730
389839,The Boy in the Box,/story/view/389839,lovehyuk_suju,"angst,eunhae,hanchul,romance,hyukhae,alphaomegaau",4,276,3810,98,9243
1224292,Insecurities,/story/view/1224292,FightingHyuki,"eunhae,oneshot,haehyuk,fightinghyuki",1,276,4110,18,3338
69733,Crossing the Border Line,/story/view/69733,fxxxpxn,"eunhae,kyuhyun,kyumin,ryeowook,sungmin,superjunior,yesung",56,276,4110,231,53193
1410573,"Mr. Moon, Little Sun",/story/view/1410573,KimSunRi,"donghae,eunhae,fluff,hyukjae",1,276,1440,20,4505
1434960,When You Get Angry,/story/view/1434960,donghaeloveme,"donghae,eunhae,hyukjae,superjunior",1,276,830,6,1386
135883,To Warm His Heart,/story/view/135883,premium-juice0,"comedy,eunhae,fluff,heechul,kyumin,leeteuk,superjunior",32,276,10658,599,41639
631228,分福茶釜,/story/view/631228,chocolatemilk90,"eunhae,supernatural,folklore",14,275,8020,264,15459
254762,Be Mine....Be Bad....,/story/view/254762,xXKenzyKooXx,"comedy,donghae,eunhae,eunhyuk,killer",4,275,8020,80,4058
313202,Baby Be Mine,/story/view/313202,heartnseoulme,"donghae,eunhae,hyukjae,haehyuk,eunhaedrama",12,275,8320,162,33055
91903,"My Mission, My Mistake",/story/view/91903,aintyoufunny,"donghae,drama,eunhae,eunhyuk,hyukjae,romance",7,275,11160,166,14655
1274647,Dark Moon along the Sunshine,/story/view/1274647,Sjboys,"donghae,eunhae,eunhyuk,fluff,hyukjae,romance,haehyuk",1,275,2520,8,9083
946008,"My Teacher, My Stepbrother, My Lover",/story/view/946008,BaeSooHyo,"donghae,eunhae,eunhyuk,fluff,hyukjae,kyumin,haehyuk",1,275,2790,5,1157
1409517,I Love You,/story/view/1409517,Piranhae07,"donghae,eunhae,eunhyuk,heechul,hyukjae,romance,siwon,suju,superjunior,yesung,haehyuk,hyukhae,dailylife,haeeun,dne,eunhaetopia",7,274,2320,22,8593
233093,"Eunhae's 5th Anniversary:My Teacher, My Boyfriend",/story/view/233093,crazy_gurl,eunhae,2,274,8350,69,7182
631820,To A Complete Stranger,/story/view/631820,cottonplushie,"donghae,eunhae,eunhyuk,haehyuk",6,274,9680,69,7904
1083030,set my heart afire,/story/view/1083030,lionhhearted,"donghae,eunhae,eunhyuk,fluff,superjunior",2,274,2580,23,4776
55541,The Witch Meets The Fish Prince,/story/view/55541,DredhezRei,"eunhae,,yewon,yoosu,yunjae,changnew,kyury",15,273,12330,288,31804
294010,"Coffee and Tea, You and Me",/story/view/294010,syncopatedkeys,"eunhae,kyuhyun,ryeowook,yesung,kyusung,yewook,kry",10,273,7770,162,22598
805768,The wall between us,/story/view/805768,fangirl4ever,"donghae,eunhae,eunhyuk,haehyuk",26,273,7770,155,19619
842511,"Mirror, Mirror on the wall, who is the silliest one of all?",/story/view/842511,Panda-Hero,"donghae,eunhae,eunhyuk,hyukjae,superjunior",21,272,9540,163,29957
768342,The price of passion,/story/view/768342,Eunriehyun,"eunhae,hyunmin,jungsomin,kimhyunjoong,kyumin,romance,crack",10,272,3830,45,14050
